Unnamed: 0.1,Unnamed: 0,lighting_energy,zone1_temperature,zone1_humidity,zone2_temperature,zone2_humidity,zone3_temperature,zone3_humidity,zone4_temperature,zone4_humidity,zone5_temperature,zone5_humidity,zone6_temperature,zone6_humidity,zone7_temperature,zone7_humidity,zone8_temperature,zone8_humidity,zone9_temperature,zone9_humidity,outdoor_temperature,atmospheric_pressure,outdoor_humidity,wind_speed,visibility_index,dew_point,hour_sin,hour_cos,minute_sin,minute_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos
0,-0.1731018712932095,-0.2792216165483737,0.5285995782819659,-0.2353250105866039,0.4210812749223827,-0.2312790795456757,-0.0733998343135426,-0.0737183270511416,-0.0131764172033669,-0.3248074236046868,0.5725032938986069,-0.3115163313547377,-0.6459748559309189,0.288530849670188,-0.1666786797036513,-0.399168215319588,0.1318041453241024,-0.2176696756443113,-0.1627100582224747,-0.3207287845917613,-0.6543601236735767,-0.462923597787665,0.4487213412826655,-0.3491045853644202,-0.6523988514112168,-0.4472623653763244,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0.8660254037844386,0.5000000000000001
8,-1.2021871092852092,-0.2792216165483737,-1.3699443657542831,0.4094653448465127,-0.8396369796943037,0.4403315512617459,-0.9847003934432236,0.4288348669199699,-1.115404090579893,0.5145713561734002,-0.962783854226231,0.0231932461792171,-0.3325574989559283,0.7473326492956754,-0.8226899953347637,0.4295903602486996,-1.4353287421297212,0.2650384949393775,-0.924891194545886,0.2524900197953441,-0.2267143638518159,0.6433214230301507,0.0733218760682537,0.4168107543683723,0.0790346607257607,-0.2169402441211447,0.9659258262890684,0.2588190451025207,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
9,1.0963835857393769,-0.2792216165483737,0.6721480228310475,0.0579029315102416,0.6969725273177239,-0.1451450528286236,0.9518824583806716,-0.1305222898250395,0.8411818750789061,0.010011445217906,0.743090754801366,-0.3501496314186922,1.2706088751488334,-1.0625781723447505,0.8279713368492322,-0.1503601601220138,0.5895960041255629,-0.116443178866796,0.8165085317900318,0.2166638445211499,1.252606340779845,-0.6735782732440607,-0.9101465145715808,1.0423082818168194,-0.3343842809168811,0.5030504519976887,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
10,1.6670264264995407,-0.2792216165483737,0.9607884435910108,-0.5435902830473905,0.630618934969478,-0.5491581480488757,0.6032975450523695,-0.2682154880170313,1.0257654567448304,-0.4591080283691805,0.8468647935171959,-0.5245699062711886,0.2032436606739924,-0.964346048999243,0.9937463396080576,0.0370838358662117,1.1438953358635369,-0.2431854454931891,0.647260874256989,-0.4915920820533022,0.5694346570929475,0.631002436161325,-0.7126707542244171,-0.3491045853644202,0.0790346607257607,-0.0315590245742928,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.2225209339563143,0.8660254037844387,-0.4999999999999998
12,-1.1066013566632693,0.4220189213435831,-0.0378765416052573,0.6593961460678732,0.2208563997662821,0.5368838333398067,-0.1713355956771884,0.6884260335861626,-0.2663196149166403,0.9249343151760204,0.2000540042609293,0.3900929190349125,0.5171746061077707,0.3838095889151104,-0.1403053838102036,1.219702756604364,-0.4808945802933983,0.8219236576520466,-0.413181479973373,1.0030024607957682,0.6808955200252196,0.3181001696939652,-0.0850497733190756,0.8763599582080482,-0.7080514012477275,0.7268186917537374,0.4999999999999999,-0.8660254037844387,5.66553889764798e-16,-1.0,0.0,1.0,0.4999999999999999,0.8660254037844387
13,-0.8407663021610506,-0.1389735089699823,-0.1659896695361737,0.3752424550527159,0.1416977281929228,0.0715840058785132,-0.016408967531276,0.2712259443012103,-0.0817360332507159,0.2186126160442411,-0.0202881327384833,-0.0149214860986438,-0.1738586651906324,0.6413960456877754,-0.0611854961298593,0.4445804368039235,0.0387610432109518,0.3771405657508404,0.0667942988116979,0.192167314419133,-0.297685362290321,-1.1035109149649502,0.4369901079947129,0.3402192203950936,0.0790346607257607,0.0864108424100673,0.4999999999999999,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387
16,-1.707191664983097,-0.2792216165483737,-0.4438253686634303,0.767768630414895,-0.0561989507404554,0.5262699299908039,-0.5237936747091374,0.745082835834736,-0.0694304611396681,0.7747787779046071,-0.2193068371250522,-0.0198219516772261,-0.2170000957287708,0.672201125936908,-0.6273322479758746,1.0697017229815131,-0.8619753708632544,1.0547724863275956,-0.7133316226296149,0.7577309531493631,-0.1698465766414749,-1.1688015453695884,0.4839150411465165,0.3785149873817317,0.0790346607257607,0.1650574203996416,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.0,1.0
21,-0.3082757145933347,-0.2792216165483737,-0.7170304728052318,-0.3538088032817931,-0.6999452063295744,-0.3224999539507401,-0.485062017672659,-0.2067514419413025,-0.5616533455821197,-0.4214914237939434,-0.7069026628720909,-0.0560853969587339,-0.7974834512731921,0.0370437731052518,-0.1068992090118354,0.0117131492015019,-0.2972829266551942,-0.1420983791520099,-0.3298798985313356,-0.0108476788013,-0.8408864657234941,0.0495462559542606,-0.090915389963052,0.2636276864218127,-0.7319024940348029,-1.0932878274335354,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.4999999999999999,0.8660254037844387
29,-0.4149379278195336,0.4220189213435831,-0.0687471748416338,-0.2158801868401287,-0.0794809129678905,-0.2571046139616948,-0.364993880859578,-0.0697449928674782,-0.0448193169175305,-0.2128902529676082,-0.4467567849953825,-0.1799038272442432,-0.189266318954253,0.471191235891082,0.07595564251607,-0.3454617719023262,0.3159107090799388,-0.1833697883064753,-0.2148443813018562,-0.2193131499694273,-0.2358132098054709,0.0027341058527814,-0.1026466232510011,-0.7320622552308176,0.0790346607257607,-0.3742334001002917,-1.0,-1.8369701987210294e-16,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387
30,-0.1006946380838861,-0.2792216165483737,-1.1800899713506583,-0.1183968037911334,-1.080605288748463,0.0715840058785132,-0.5237936747091374,0.0023636645397969,-1.045262329546841,-0.0646000018734799,-0.5619033211047452,0.1271920156802387,-0.4327072484194652,0.3126073504901653,-0.5534870194742202,-0.1413360337676976,-0.4497152428831374,0.1370413543859902,-0.3327888426451881,0.1523604530033654,-0.4814820505541421,-0.7413327010223799,0.5191087410103675,0.4934022883416507,-0.6205973943617858,-0.1832345678398989,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
